Lemma	POS	MeaningNumber	LemmaID	MeaningID	DefinitionFull	DefinitionShort	model_prediction	model_long_definition	bertscore_precision	bertscore_recall	bertscore_f1	comet22_score	cometkiwi_score	xcomet_score
onvriendelijkheid	substantief	2.0	112277	237778	opmerking of daad die onvriendelijk is of als zodanig beschouwd kan worden	onvriendelijke opmerking of daad	Lange definitie: 'onvriendelijke opmerking of daad'.	'onvriendelijke opmerking of daad'.	0.7934936285018921	0.725830078125	0.7581551671028137	0.7769933342933655	0.8212493658065796	0.9941318035125732
onze moeder de Heilige Kerk	verbinding	1.0	636784	927009	de katholieke kerk als instelling waarin de gelovigen thuis zijn	de katholieke kerk als instelling	Lange definitie: 'de katholieke kerk als instelling'	'de katholieke kerk als instelling'	0.8239394426345825	0.7431948184967041	0.7814870476722717	0.8340681195259094	0.846277117729187	0.8221391439437866
onzelievevrouwebedstro	substantief	1.0	112415	112416	laag, in bossen groeiend gewas met witte, sterachtige, zoetgeurende bloempjes en stervormige kransen van lancetvormige blaadjes rond de stengels	lievevrouwebedstro	'onzelievevrouwebedstro' is een bijvoeglijk naamwoord voor 'onze lieve vrouw'.	'onzelievevrouwebedstro' is een bijvoeglijk naamwoord voor 'onze lieve vrouw'.	0.5878389477729797	0.5752248167991638	0.5814635157585144	0.23059016466140747	0.4441046416759491	0.279258668422699
oogstschade	substantief	1.0	452398	661699	schade aan de oogst van akkerbouwers, tuinders of fruittelers	schade aan de oogst	Lange definitie:'schade aan de oogst' betekent de beschadiging van de oogst door weersomstandigheden, zoals droogte, sneeuw of vorst.	Lange definitie:'schade aan de oogst' betekent de beschadiging van de oogst door weersomstandigheden, zoals droogte, sneeuw of vorst.	0.6969854235649109	0.7370817065238953	0.7164730429649353	0.5452651977539062	0.7236770391464233	0.7336186766624451
oogstseizoen	substantief	1.0	446976	510690	seizoen, periode waarin men de opbrengst van een gewas, een fruitsoort e.d. inzamelt	seizoen om te oogsten	Lange definitie: seizoen, periode waarin zeker gewas of een boomsoort geoogst moet worden	seizoen, periode waarin zeker gewas of een boomsoort geoogst moet worden	0.7986892461776733	0.7342684268951416	0.7651252150535583	0.8103463053703308	0.7736667990684509	0.9397805333137512
oogsttijd	substantief	1.0	112605	112606	periode waarin men de oogst pleegt binnen te halen	periode van de oogst	'oogsttijd' betekent de periode waarin de oogst van een gewas plaatsvindt.	'oogsttijd' betekent de periode waarin de oogst van een gewas plaatsvindt.	0.7271665930747986	0.7296047806739807	0.7283836603164673	0.8392766118049622	0.8327656984329224	0.9886380434036255
oorgeruis	substantief	1.0	870000	875056	symptoom van tinnitus dat bestaat uit een aanhoudend geluid, bijvoorbeeld gesuis, gepiep of gebrom, dat alleen voor iemand zelf hoorbaar is en daarom ook wel fantoomgeluid wordt genoemd	oorsuizing als symptoom van tinnitus	Lange definitie: symptoom van tinnitus dat bestaat uit een aanhoudend geluid, bijvoorbeeld gesuis, gepiep of gebrom, dat alleen voor iemand zelf hoorbaar is en daarom ook wel fantoomgeluid wordt genoemd	symptoom van tinnitus dat bestaat uit een aanhoudend geluid, bijvoorbeeld gesuis, gepiep of gebrom, dat alleen voor iemand zelf hoorbaar is en daarom ook wel fantoomgeluid wordt genoemd	1.0	1.0	1.0	0.9441000819206238	0.6720461249351501	0.924985408782959
oorgeruis	substantief	2.0	870000	875057	aandoening waarbij een aanhoudend geluid, bijvoorbeeld gesuis, gepiep of gebrom, alleen door iemand zelf wordt waargenomen	tinnitus	aandoening waarbij een aanhoudend geluid, bijvoorbeeld gesuis, gepiep of gebrom, alleen door iemand zelf wordt waargenomen	aandoening waarbij een aanhoudend geluid, bijvoorbeeld gesuis, gepiep of gebrom, alleen door iemand zelf wordt waargenomen	1.0	1.0	1.0	0.952936053276062	0.6965501308441162	0.9775344133377075
oorlogscorrespondent	substantief	1.0	112711	112712	correspondent die in een oorlogsgebied aanwezig is en over het verloop van de oorlog bericht	correspondent in oorlogsgebied	Lange definitie: iemand die voor zijn beroep berichten en verslagen stuurt aan de nieuwsmedia in oorlogsgebied	iemand die voor zijn beroep berichten en verslagen stuurt aan de nieuwsmedia in oorlogsgebied	0.7110211849212646	0.7308359146118164	0.7207923531532288	0.8662729263305664	0.7107555866241455	0.7509320974349976
op de boemel gaan	verbinding	1.0	900948	900949	uitgaan en daarbij veel alcohol nuttigen, vooral door de kroegen af te lopen	uitgaan	uitgaan en daarbij veel alcohol nuttigen, vooral door de kroegen af te lopen	uitgaan en daarbij veel alcohol nuttigen, vooral door de kroegen af te lopen	1.0	1.0	1.0	0.947027325630188	0.3877558410167694	0.9602712392807007
op de gitaar schrijven	verbinding	1.0	905569	905570	de gitaar als instrument gebruiken bij het schrijven van muziek	met behulp van de gitaar componeren	'Op de gitaar schrijven' betekent'met behulp van de gitaar componeren'.	'Op de gitaar schrijven' betekent'met behulp van de gitaar componeren'.	0.6777457594871521	0.7152286767959595	0.6959829330444336	0.742128849029541	0.7274401783943176	0.903387725353241
op gang trekken	verbinding	1.0	927509	927513	helpen om te beginnen	in beweging krijgen	Het woord 'op gang trekken' betekent 'iets in beweging krijgen'. Het woord 'op gang trekken' wordt gebruikt om iets in beweging te krijgen. Het woord 'op gang trekken' wordt gebruikt om iets in beweging te krijgen. Het woord 'op gang trekken' wordt gebruikt om iets in beweging te krijgen.	Het woord 'op gang trekken' betekent 'iets in beweging krijgen'. Het woord 'op gang trekken' wordt gebruikt om iets in beweging te krijgen. Het woord 'op gang trekken' wordt gebruikt om iets in beweging te krijgen. Het woord 'op gang trekken' wordt gebruikt om iets in beweging te krijgen.	0.5584020614624023	0.6316177248954773	0.5927575826644897	0.3741729259490967	0.6735366582870483	0.5097259879112244
op zwart zijn	verbinding	1.0	918541	918783	niet meer actief zijn	niet meer werken	Het woord 'op zwart zijn' betekent 'niet meer werken'. De korte definitie is 'ergens niet langer werkzaam'. De lange definitie is'verdwenen door stopzetting van zeker dienstverband'.	Het woord 'op zwart zijn' betekent 'niet meer werken'. De korte definitie is 'ergens niet langer werkzaam'. De lange definitie is'verdwenen door stopzetting van zeker dienstverband'.	0.5413014888763428	0.6587758660316467	0.5942889451980591	0.45782288908958435	0.4750554859638214	0.5355412364006042
opaak	adjectief	1.0	112955	112956	zodanig dat er niet of nauwelijks doorheen gekeken kan worden	niet doorzichtig	Het woord 'opaak' betekent 'niet doorzichtig'.	Het woord 'opaak' betekent 'niet doorzichtig'.	0.5859615802764893	0.5901830792427063	0.5880647897720337	0.5766870975494385	0.7402697205543518	0.9286548495292664
opaak	adjectief	2.0	112955	112957	zodanig dat er moeilijk inzicht in te krijgen is	moeilijk te begrijpen	Het woord 'opaak' betekent'moeilijk te begrijpen'.	Het woord 'opaak' betekent'moeilijk te begrijpen'.	0.6328331232070923	0.6677414178848267	0.6498187780380249	0.632510244846344	0.6090589165687561	0.8987829685211182
open mee-eter	verbinding	1.0	940808	940809	mee-eter die aan de oppervlakte van de huid ligt en zich kenmerkt door een zwart puntje	oppervlakkige mee-eter	mee-eter die aan de oppervlakte van de huid ligt en zich kenmerkt door een zwart puntje	mee-eter die aan de oppervlakte van de huid ligt en zich kenmerkt door een zwart puntje	0.9999999403953552	0.9999999403953552	0.9999999403953552	0.9053416848182678	0.4479426443576813	0.9477195739746094
openingsavond	substantief	1.0	113260	113261	feestelijke of ook plechtige bijeenkomst 's avonds, georganiseerd om de opening van iets te vieren	bijeenkomst 's avonds voor de opening van iets	Lange definitie: bijeenkomst's avonds, georganiseerd voor de opening van iets	bijeenkomst's avonds, georganiseerd voor de opening van iets	0.9230121970176697	0.8088060021400452	0.8621433973312378	0.6805447936058044	0.5079215168952942	0.8929663300514221
openingskoers	substantief	1.0	113282	113283	koers waarvoor een effect verhandeld wordt bij opening van de beurs	koers bij opening van de beurs	Lange definitie: koers die wordt aangehouden bij de opening van de beurs	koers die wordt aangehouden bij de opening van de beurs	0.8901216983795166	0.8706798553466797	0.8802934288978577	0.8331978917121887	0.6179941892623901	0.9912000298500061
openingskoers	substantief	2.0	113282	645938	wielerwedstrijd waarmee het wielerseizoen op de weg geopend wordt	eerste wielerwedstrijd van het seizoen	Lange definitie: een openingskoers is de eerste wielerwedstrijd van het seizoen	een openingskoers is de eerste wielerwedstrijd van het seizoen	0.7239716053009033	0.7311571836471558	0.7275466918945312	0.888916552066803	0.6067824363708496	0.9281241297721863
openingskoers	substantief	3.0	113282	645952	motorrace bij de opening van het seizoen	eerste motorrace van het seizoen	Lange definitie: eerste motorrace van het seizoen	eerste motorrace van het seizoen	0.8741544485092163	0.8433941602706909	0.8584988713264465	0.9433802962303162	0.8603268265724182	0.9749433994293213
openingsstudie	substantief	1.0	654147	654186	het bestuderen van de wijzen waarop de opening, de openingszetten in een damwedstrijd of schaakwedstrijd, het best gedaan kan worden, vaak ter voorbereiding op te spelen wedstrijden	studie van het openingsspel	Lange definitie:'studie van het openingsspel'.	Lange definitie:'studie van het openingsspel'.	0.6608289480209351	0.6261399984359741	0.6430169939994812	0.3954564929008484	0.46501994132995605	0.5425127744674683
openingstijd	substantief	1.0	113313	600031	deel van een dag tussen bepaalde tijdstippen waarin een bedrijf, instelling of balie enz. toegankelijk is voor klanten of publiek	openingsperiode in een dag	'openingsperiode in een dag' betekent het tijdstip waarop de dag begint.	'openingsperiode in een dag' betekent het tijdstip waarop de dag begint.	0.706554651260376	0.645820140838623	0.6748236417770386	0.5660338401794434	0.5944991707801819	0.3936294615268707
openingstijd	substantief	2.0	113313	600028	tijdstip waarop een bedrijf, instelling, balie enz. open gaat voor klanten of publiek	openingstijdstip	'openingstijdstip' is het tijdstip waarop iets opent.	'openingstijdstip' is het tijdstip waarop iets opent.	0.7302322387695312	0.6600642800331116	0.6933776140213013	0.6724396347999573	0.6317421793937683	0.910827100276947
openingstijd	substantief	3.0	113313	600059	hoeveelheid tijd gedurende welke een bedrijf, instelling, balie enz. open is voor klanten of publiek	tijdsduur dat iets open is	Openingstijd is de tijdsduur dat iets open is.	Openingstijd is de tijdsduur dat iets open is.	0.6850893497467041	0.6231721639633179	0.6526655554771423	0.7065218687057495	0.7410683631896973	0.9373654127120972
openingstijd	substantief	4.0	113313	600020	hoeveelheid tijd waarin een sporter het eerste gedeelte van de totale wedstrijdafstand aflegt	tijdsduur bij het wedstrijdbegin	Openingstijd is de tijdsduur bij het begin van een wedstrijd.	Openingstijd is de tijdsduur bij het begin van een wedstrijd.	0.7461227178573608	0.7124109864234924	0.7288771867752075	0.6088152527809143	0.6005152463912964	0.8438947200775146
operaliefhebber	substantief	1.0	113443	113444	iemand die veel van het spelen van en/of het luisteren naar operamuziek houdt	liefhebber van operamuziek	Lange definitie: iemand die van operamuziek houdt	iemand die van operamuziek houdt	0.9375398755073547	0.7508807182312012	0.8338925242424011	0.8667052388191223	0.8772224187850952	0.994188666343689
opfrisavond	substantief	1.0	201163	201170	avond die bedoeld is om weggezakte kennis en ervaring op enig gebied weer op te frissen	avond om kennis op te frissen	Lange definitie: bijeenkomst waarbij kennis wordt opgefrist	bijeenkomst waarbij kennis wordt opgefrist	0.7510238885879517	0.7045419216156006	0.7270407676696777	0.7398528456687927	0.8193666934967041	0.943000853061676
opium	substantief	1.0	113686	113687	pijnstillend en verdovend middel dat bestaat uit het gedroogde melksap van de papavervrucht	verdovend middel	Lange definitie:'verdovend middel' is een woord dat verwijst naar het gebruik van een verdovend middel, zoals morphine, om pijn te verzachten.	Lange definitie:'verdovend middel' is een woord dat verwijst naar het gebruik van een verdovend middel, zoals morphine, om pijn te verzachten.	0.7089004516601562	0.7092230319976807	0.7090616822242737	0.5767110586166382	0.6355783343315125	0.2492528259754181
opium	substantief	2.0	113686	113688	iets dat verslavend werkt en de aandacht van de gewone mens afleidt van hogere zaken godsdienst is voor het volk een middel om leed te verzachten godsdienst bedwelmt het volk, zodat het berust en niet in actie komt iets dat verslavend werkt en de aandacht van de gewone mens afleidt van hogere zaken	iets dat verslavend werkt	Lange definitie: een stof of middel dat verslavend werkt	een stof of middel dat verslavend werkt	0.6691774129867554	0.5783857107162476	0.6204778552055359	0.500161349773407	0.8351911306381226	0.8824131488800049
opkikkertje	substantief	1.0	113719	113720	iets wat iemand mentaal opkikkert, opbeurt	iets wat opbeurt	Lange definitie: 'iets wat opbeurt'	'iets wat opbeurt'	0.810319185256958	0.7588194012641907	0.7837241888046265	0.6373110413551331	0.6687376499176025	0.8428491353988647
opkikkertje	substantief	2.0	113719	113721	middel dat iemand opkikkert, in het bijzonder een borrel	middel dat opkikkert	Lange definitie:'middel dat opkikkert' verwijst naar een lichtgevend middel, zoals een kaars of een gloeilamp.	Lange definitie:'middel dat opkikkert' verwijst naar een lichtgevend middel, zoals een kaars of een gloeilamp.	0.7134199142456055	0.7937270998954773	0.7514339089393616	0.5598909854888916	0.6881737112998962	0.5722500681877136
oplaadstation	substantief	1.0	280887	280888	laadstation oplaadstation in de vorm van een laadpaal, laadzuil of wandcontactdoos waarbij elektrische voertuigen of vaartuigen met behulp van een oplaadkabel hun accu kunnen opladen	oplaadpunt voor accu's en batterijen oplaadpunt voor e-vervoermiddelen oplaadpunt voor kleine apparaten oplaadbasis van robots	Lange definitie: thuisbasis waarin de accu's van robots, zoals robotgrasmaaiers en robotstofzuigers, worden opgeladen	thuisbasis waarin de accu's van robots, zoals robotgrasmaaiers en robotstofzuigers, worden opgeladen	0.7054485082626343	0.6668599843978882	0.6856117248535156	0.542951226234436	0.6346776485443115	0.23678827285766602
oplaadstation	substantief	2.0	280887	869744	installatie waar grote elektrische schepen kunnen aanleggen en hun accu opladen	oplaadinstallatie voor e-schepen	Lange definitie: oplaadinstallatie voor elektrische schepen	oplaadinstallatie voor elektrische schepen	0.7527648210525513	0.7082172632217407	0.7298119068145752	0.8563479781150818	0.8523057699203491	0.9922449588775635
oplaadstation	substantief	3.0	280887	670312	aparte ruimte of inrichting voor het laden en wisselen van accu's en batterijen van bv. heftrucks	acculaadruimte	Een acculaadruimte is een ruimte waar de accu's van robots worden opgeladen.	Een acculaadruimte is een ruimte waar de accu's van robots worden opgeladen.	0.7247838973999023	0.6747157573699951	0.6988542079925537	0.7641220688819885	0.8227892518043518	0.9537376165390015
