Lemma	POS	MeaningNumber	LemmaID	MeaningID	DefinitionFull	DefinitionShort	model_prediction	bertscore_precision	bertscore_recall	bertscore_f1	comet22_score	cometkiwi_score	xcomet_score
oud-leerlinge	substantief	1.0	115594	115595	vrouw die vroeger leerling van een school was	voormalig leerlinge	iemand die vroeger leerling was	0.9013619422912598	0.8340550065040588	0.8664032816886902	0.7124617695808411	0.7890189290046692	0.9355562925338745
oud-leraar	substantief	1.0	115596	115597	iemand die vroeger leraar was	voormalig leraar	iemand die vroeger leraar was	0.9999997615814209	0.9999997615814209	0.9999997615814209	0.970598578453064	0.8104686141014099	0.9739573001861572
oud-medewerkster	substantief	1.0	115607	115608	vrouw die vroeger in dienst is geweest bij een bedrijf of een organisatie	voormalig medewerkster	iemand die vroeger medewerkster was	0.7991658449172974	0.7158937454223633	0.755241334438324	0.477923721075058	0.7670389413833618	0.9333498477935791
oud-minister	substantief	1.0	115611	115612	iemand die vroeger minister was	voormalig minister	iemand die vroeger minister was	0.9999997615814209	0.9999997615814209	0.9999997615814209	0.965337872505188	0.8205161094665527	0.9656065702438354
oud-penningmeester	substantief	1.0	115614	115615	iemand die vroeger penningmeester was	voormalig penningmeester	iemand die vroeger penningmeester was	1.0000001192092896	1.0000001192092896	1.0000001192092896	0.9658359289169312	0.8061821460723877	0.9695612192153931
oud-president	substantief	1.0	115622	115623	iemand die vroeger president was	voormalig president	iemand die vroeger president was	1.000000238418579	1.000000238418579	1.000000238418579	0.968856692314148	0.8244185447692871	0.9662226438522339
oud-prof	substantief	1.0	115626	115627	iemand die vroeger prof was	voormalig profspeler	iemand die vroeger prof was	0.9999998211860657	0.9999998211860657	0.9999998211860657	0.9694086313247681	0.807096540927887	0.9514895677566528
oud-raadslid	substantief	1.0	115630	115631	iemand die vroeger raadslid was	voormalig raadslid	iemand die vroeger raadslid was	1.000000238418579	1.000000238418579	1.000000238418579	0.9795769453048706	0.8025987148284912	0.9638452529907227
oud-secretaris	substantief	1.0	115636	115637	iemand die vroeger secretaris was	voormalig secretaris	iemand die vroeger secretaris was	0.9999999403953552	0.9999999403953552	0.9999999403953552	0.9724709391593933	0.8005632162094116	0.977811336517334
oud-strijder	substantief	1.0	115646	115647	iemand die vroeger in een oorlog heeft gestreden	oorlogsveteraan	iemand die in een oorlog gevochten heeft	0.9033443927764893	0.8873389959335327	0.8952701091766357	0.9155206680297852	0.7926902174949646	0.9499660730361938
oud-voorzitster	substantief	1.0	115670	115671	vrouw die vroeger voorzitter was	voormalig voorzitster	vrouw die vroeger voorzitster was	0.8809281587600708	0.9259219169616699	0.9028648138046265	0.9236905574798584	0.6958162784576416	0.911217212677002
out of the box	adjectief	1.0	667397	667398	buiten de vaste, gebruikelijke denkkaders	buiten de vaste kaders	buiten de vaste kaders van wat gebruikelijk of gebruikelijk is	0.7549713850021362	0.7732228636741638	0.763988196849823	0.6488065719604492	0.5432948470115662	0.7754999399185181
overlastprobleem	substantief	1.0	297358	297368	probleem dat veroorzaakt wordt door een vorm van overlast	probleem door overlast	probleem dat wordt veroorzaakt door overlast	0.9583742022514343	0.9095684289932251	0.9333337545394897	0.8566122651100159	0.6919167637825012	0.9600174427032471
overloper	substantief	1.0	116603	116604	iemand die van het ene concurrerende of vijandige kamp overloopt naar het andere	iemand die overloopt	iemand die overloopt van een partij naar een andere	0.8399134278297424	0.7453820109367371	0.7898292541503906	0.7253901362419128	0.6440005898475647	0.8904397487640381
overloper	substantief	2.0	116603	116605	dier dat gemigreerd is uit zijn oorspronkelijke biotoop	gemigreerd dier	dier dat van de ene naar de andere plaats is overgelopen	0.7409744262695312	0.7375155687332153	0.7392409443855286	0.49078837037086487	0.729296863079071	0.9007464647293091
overpad	substantief	1.0	116674	116675	pad dat leidt over andermans eigendom recht dat men heeft om zich via een pad over andermans perceel naar zijn eigendom te begeven	pad over andermans grondeigendom	pad dat over andermans grondeigendom loopt	0.7852916717529297	0.7128099203109741	0.7472973465919495	0.6419299840927124	0.6756042242050171	0.8496905565261841
overpad	substantief	2.0	116674	485189	oversteekplaats voor voetgangers en fietsers over een spoorweg	spooroversteekplaats voor voetgangers	oversteekplaats voor voetgangers over het spoor	0.918815016746521	0.8786232471466064	0.898269772529602	0.9183095693588257	0.6958820819854736	0.9422329664230347
overpot	substantief	1.0	364965	364974	bloempot die ter versiering en om het water op te vangen over de binnenpot van een plant wordt geschoven	sierpot	sierpot die men in de tuin of op het balkon gebruikt om er planten in te kweken	0.7371501922607422	0.7250045537948608	0.7310269474983215	0.6227594017982483	0.6513802409172058	0.8242515325546265
overstapje	substantief	1.0	116770	116771	schijnbeweging waarbij een speler bewust over de bal heen stapt om deze naar een medespeler door te laten rollen, vooral toegepast door een speler als hij een voorzet bewust laat lopen om een medespeler in een gunstige scoringspositie te brengen schijnbeweging tijdens een dribbel waarbij een speler over de bal heen stapt en plotseling van richting verandert om zijn directe tegenstander in verwarring te brengen	voetbalschijnbeweging tijdens een dribbel	voetbalschijnbeweging waarbij een speler met de voet van de ene kant van het veld naar de andere kant dribbelt	0.7557454109191895	0.6677072048187256	0.7090038061141968	0.46396395564079285	0.6331785917282104	0.4296939969062805
overstapje	substantief	2.0	116770	116772	verhoging die aangebracht is in een gang, pad, weg e.d. waar men overheen moet stappen om zijn weg te vervolgen constructie die dient om over een hekje heen te stappen en meestal bestaat uit verschillende treden en een paal waaraan men zich kan vasthouden	verhoging in een pad e.d. constructie over een hekwerk	verhoging in een pad e.d. constructie die een overgang vormt over een hekwerk	0.8241730332374573	0.7140231132507324	0.765154242515564	0.6331192851066589	0.7467179298400879	0.6011000275611877
overstapje	substantief	3.0	116770	116773	kortstondige reis of pleziertocht naar een bepaald gebied of land	pleziertocht	pleziertocht met een of meer overstappen	0.7345558404922485	0.7104957103729248	0.7223254442214966	0.5640377402305603	0.46564003825187683	0.64116370677948
overstapje	substantief	4.0	116770	116774	handeling van het overstappen in diverse toepassingen het overstappen van het ene onderwerp naar het andere onderwerp, van de ene bezigheid naar de andere bezigheid, van de ene functie naar de andere, van de ene groep of kring naar de andere e.d. het overstappen van de ene woning naar de andere, van de ene locatie naar de andere, van de ene boot in de andere e.d. het overstappen op een andere trein, tram, bus, boot of op een ander vliegtuig	handeling van overstappen naar een ander onderwerp enz. naar een andere locatie enz. op een ander vervoermiddel	handeling van overstappen naar een ander onderwerp, een andere kwestie, een andere kwestie, een andere zaak, een andere zaak, een andere zaak, een andere zaak, een andere zaak, een andere zaak, een andere zaak, een andere zaak, een andere zaak, een andere zaak, een andere zaak, een andere zaak, een andere zaak op een ander vervoermiddel	0.6817721128463745	0.6948099136352539	0.6882292628288269	0.31914880871772766	0.37823066115379333	-0.05996984243392944
overstapje	substantief	5.0	116770	116775	treinkaartje, tramkaartje of buskaartje dat recht geeft om over te stappen op een andere trein, tram of bus	vervoersbewijs met overstaprecht	vervoersbewijs met overstaprecht, bijvoorbeeld een OV-chipkaart	0.6653792858123779	0.6500210762023926	0.6576105356216431	0.615581750869751	0.6471186280250549	0.8730299472808838
overstapje	substantief	1.1	116770	116776	schijnbeweging tijdens een dribbel waarbij een speler over de bal heen stapt en plotseling van richting verandert om zijn directe tegenstander in verwarring te brengen	tijdens een dribbel	tijdens het dribbelen van de bal	0.813334047794342	0.6591954827308655	0.7281973958015442	0.4217734634876251	0.5300556421279907	0.5074889063835144
overstapje	substantief	2.1	116770	116777	constructie die dient om over een hekje heen te stappen en meestal bestaat uit verschillende treden en een paal waaraan men zich kan vasthouden	constructie over een hekwerk	constructie over een hekwerk, bijvoorbeeld een spoorwegovergang of een wegovergang	0.7047073841094971	0.679504930973053	0.6918767690658569	0.528152585029602	0.5662762522697449	0.6219139099121094
overstapje	substantief	4.1	116770	116778	het overstappen van het ene onderwerp naar het andere onderwerp, van de ene bezigheid naar de andere bezigheid, van de ene functie naar de andere, van de ene groep of kring naar de andere e.d.	naar een ander onderwerp enz.	naar een ander onderwerp, een andere kwestie enz.	0.7574948072433472	0.7014425992965698	0.7283919453620911	0.49484387040138245	0.5770796537399292	0.5601714849472046
overstapje	substantief	4.2	116770	116779	het overstappen van de ene woning naar de andere, van de ene locatie naar de andere, van de ene boot in de andere e.d.	naar een andere locatie enz.	naar een andere locatie of plaats	0.685430645942688	0.6235693097114563	0.6530382037162781	0.5191043615341187	0.5201413631439209	0.40312066674232483
overstapje	substantief	4.3	116770	116780	het overstappen op een andere trein, tram, bus, boot of op een ander vliegtuig	op een ander vervoermiddel	overstap van een vervoermiddel naar een ander vervoermiddel	0.7439189553260803	0.7182571887969971	0.7308629155158997	0.6332737803459167	0.5796677470207214	0.872131884098053
over-the-countergeneesmiddel	substantief	1.0	300296	300303	geneesmiddel dat zonder doktersrecept verkocht mag worden in bijvoorbeeld apotheken, drogisterijen en supermarkten	zelfzorgmedicijn	geneesmiddel dat zonder recept gekocht kan worden	0.8879141807556152	0.7420746684074402	0.8084700107574463	0.7119508385658264	0.6533086895942688	0.9145393371582031
ovule	substantief	1.0	877869	878356	pil met een genezende werking die in de vagina wordt ingebracht	vaginale zetpil	vaginale zetpil die wordt ingebracht in de baarmoeder om een zwangerschap te bevorderen	0.7517706155776978	0.8062264323234558	0.7780468463897705	0.6991283297538757	0.7151939868927002	0.7849396467208862
p	substantief	1.0	117097	117098	zestiende letter van ons alfabet, die als klank de stemloze bilabiale plosieve medeklinker aanduidt iets waarvan de naam met de letter p begint de letter p gebruikt om iets te identificeren tussen gelijksoortige zaken	zestiende letter van het alfabet iets wat met een p begint letter p ter identificatie	zestiende letter van het alfabet iets wat met de letter p begint	0.8580853939056396	0.6636193990707397	0.7484264969825745	0.5137450695037842	0.6440790891647339	0.5017896890640259
p	overige	2.0	117097	117099	(Latijn) Phosphorus, symbool van het scheikundig element fosfor (met atoomnummer 15)	symbool voor fosfor	symbool van het scheikundig element fosfor (met atoomnummer 15)	0.9428030848503113	0.8515981435775757	0.8948827981948853	0.8945485353469849	0.733994722366333	0.8473541140556335
p	substantief	1.1	117097	117100	iets waarvan de naam met de letter p begint	iets wat met een p begint	iets wat met de letter p begint	0.9425654411315918	0.9080443978309631	0.9249829649925232	0.9045748114585876	0.8084396123886108	0.9460180997848511
p	substantief	1.2	117097	117102	de letter p gebruikt om iets te identificeren tussen gelijksoortige zaken	letter p ter identificatie	letter p ter identificatie van personen of zaken	0.7619160413742065	0.7231736183166504	0.7420394420623779	0.6863641738891602	0.5106316208839417	0.8851983547210693
paard	substantief	1.0	117151	117152	zeer heel veel heel hard paard waarvan de hals bij het rijden meer of minder opgericht en gewelfd is door een licht en soepel contact met de teugels snel boos worden	hoefdier met manen paardenvlees	zoogdier uit de familie van de paardachtigen, dat herkenbaar is aan zijn lange nek, zijn twee hoeven en zijn manen en dat vooral wordt gebruikt als rijdier en als trekdier vlees van het paard als voedsel	0.657357394695282	0.6436138153076172	0.6504129767417908	0.43177422881126404	0.5047257542610168	0.2238895297050476
paard	substantief	2.0	117151	117153	beeld of afbeelding van een paard, bijvoorbeeld in de kunst	beeld van een paard	voorstelling van een paard in de vorm van een afbeelding, een beeld, een maquette e.d.	0.7470488548278809	0.7974637746810913	0.7714334726333618	0.7501913905143738	0.5847325921058655	0.8490455746650696
paard	substantief	3.0	117151	117154	namaakpaard dat gebruikt wordt als speelgoed, bijvoorbeeld een hobbelpaard, stokpaard of draaimolenpaard	speelgoedpaard	speelgoed in de vorm van een paard	0.7284538149833679	0.6670427322387695	0.6963970065116882	0.5151892304420471	0.5859076380729675	0.42891696095466614
paard	substantief	4.0	117151	117155	schaakstuk met een bovengedeelte in de vorm van een paardenhoofd, dat per zet twee velden in horizontale en één in verticale richting, of twee velden in verticale en één in horizontale richting verplaatst mag worden, en dat daarbij over bezette velden heen mag springen	schaakstuk	schaakstuk dat een paard voorstelt	0.8033932447433472	0.6500820517539978	0.718652069568634	0.3526766002178192	0.4618208110332489	0.5073312520980835
paard	substantief	5.0	117151	117156	turntoestel dat bestaat uit een dik en stevig, langwerpig kussen op poten, dat in het damesturnen en herenturnen wordt gebruikt als springtoestel en in het herenturnen ook voor het zogenaamde voltigeren, waarbij men oefeningen doet met de handen steunend op het kussen en een paar handvatten	turntoestel	turntoestel in de vorm van een paard	0.7578752040863037	0.6445789933204651	0.6966508626937866	0.4580005705356598	0.5123165845870972	0.28497767448425293
paard	substantief	7.0	117151	502640	licht rupsvoertuig dat gebruikt wordt om hout te slepen of om materiaal te transporteren	licht rupsvoertuig	licht rupsvoertuig met een laadvermogen van 15 tot 20 ton, dat wordt gebruikt voor civiele en militaire doeleinden	0.6973978877067566	0.7532400488853455	0.7242441177368164	0.622473955154419	0.4563499093055725	0.6947354078292847
paard	substantief	8.0	117151	117158	zevende dierenriemteken in de twaalfjaarlijkse cyclus van de Chinese dierenriem volgens de Chinese kalender iemand die geboren is onder het teken van het paard	Chinees dierenriemteken iemand uit een jaar van het paard	Chinees dierenriemteken iemand die geboren is onder het teken van het paard	0.9079821109771729	0.7736937999725342	0.8354762196540833	0.6249052882194519	0.6126831769943237	0.7438678741455078
paard	substantief	8.1	117151	117160	iemand die geboren is onder het teken van het paard	iemand uit een jaar van het paard	iemand die geboren is in het jaar van het paard	0.9431969523429871	0.9431969523429871	0.9431969523429871	0.8575865626335144	0.7446876764297485	0.9626026153564453
paardenvlieg	substantief	1.0	409690	503936	grote vlieg, waarvan de vrouwtjes met hun zuigsnuit steken om bloed te drinken	daas	vlieg die lijkt op een paardenvlieg, maar waarvan het achterlijf in verhouding tot het voorlijf veel langer is en die voorkomt in Europa en Azië	0.6637766361236572	0.6817121505737305	0.6726248860359192	0.43500807881355286	0.5076705813407898	0.4336545765399933
